timestamp,imu_id,accel_x,accel_y,accel_z,roll,pitch,yaw
0.0,0,-0.057,-0.71,-0.733,-136.30361335406212,3.4017901358946747,95.54502738304058
0.0,1,0.298,0.085,-0.945,175.5,-16.900000000000002,-34.3
0.0,2,-0.298,0.085,0.945,4.4999999999999964,16.900000000000002,145.7
0.0,3,-0.034,-0.982,0.205,-76.84431143592123,1.9713962261543478,135.0273479664924
0.0,4,-0.034,-0.982,0.205,-76.84431143592123,1.9713962261543478,135.0273479664924
0.0,5,-0.034,-0.982,0.205,-76.84431143592123,1.9713962261543478,135.0273479664924
0.038,0,-0.06,-0.707,-0.732,-136.19944702513718,3.4683022251159232,95.52029387473965
0.038,1,0.292,0.083,-0.945,175.5,-16.900000000000002,-34.3
0.038,2,-0.292,0.083,0.945,4.4999999999999964,16.900000000000002,145.7
0.038,3,-0.028,-0.982,0.219,-76.83768547633886,1.9258653503444683,135.02220905712363
0.038,4,-0.028,-0.982,0.219,-76.83768547633886,1.9258653503444683,135.02220905712363
0.038,5,-0.028,-0.982,0.219,-76.83768547633886,1.9258653503444683,135.02220905712363
0.078,0,-0.067,-0.711,-0.733,-136.09519286463166,3.5345570613287736,95.49581237935612
0.078,1,0.294,0.086,-0.947,175.4,-17.000000000000004,-34.4
0.078,2,-0.294,0.086,0.947,4.599999999999991,17.000000000000004,145.6
0.078,3,-0.034,-0.978,0.206,-76.84097906640277,1.9486336034551746,134.92477982892206
0.078,4,-0.034,-0.978,0.206,-76.84097906640277,1.9486336034551746,134.92477982892206
0.078,5,-0.034,-0.978,0.206,-76.84097906640277,1.9486336034551746,134.92477982892206
0.117,0,-0.067,-0.709,-0.729,-135.99085096995313,3.6005538711466323,95.37158240649809
0.117,1,0.293,0.083,-0.946,175.4,-17.000000000000004,-34.4
0.117,2,-0.293,0.083,0.946,4.599999999999991,17.000000000000004,145.6
0.117,3,-0.033,-0.983,0.212,-76.93999429471114,1.93423788026862,135.02142539390178
0.117,4,-0.033,-0.983,0.212,-76.93999429471114,1.93423788026862,135.02142539390178
0.117,5,-0.033,-0.983,0.212,-76.93999429471114,1.93423788026862,135.02142539390178
0.155,0,-0.066,-0.709,-0.73,-135.8908377243168,3.5944930555368595,95.37785797732745
0.155,1,0.291,0.08,-0.948,175.4,-17.0,-34.5
0.155,2,-0.291,0.08,0.948,4.599999999999991,17.0,145.5
0.155,3,-0.031,-0.983,0.214,-76.93999429471114,1.9342378802686204,134.92142539390179
0.155,4,-0.031,-0.983,0.214,-76.93999429471114,1.9342378802686204,134.92142539390179
0.155,5,-0.031,-0.983,0.214,-76.93999429471114,1.9342378802686204,134.92142539390179
0.194,0,-0.062,-0.713,-0.732,-135.8908377243168,3.5944930555368595,95.37785797732745
0.194,1,0.287,0.075,-0.948,175.5,-17.0,-34.5
0.194,2,-0.287,0.075,0.948,4.4999999999999964,17.0,145.5
0.194,3,-0.036,-0.98,0.206,-76.9433033580514,1.9568322112783465,134.92395516138563
0.194,4,-0.036,-0.98,0.206,-76.9433033580514,1.9568322112783465,134.92395516138563
0.194,5,-0.036,-0.98,0.206,-76.9433033580514,1.9568322112783465,134.92395516138563
0.232,0,-0.061,-0.713,-0.731,-135.7951546205257,3.5167387766958824,95.31426337514742
0.232,1,0.293,0.077,-0.946,175.5,-17.0,-34.5
0.232,2,-0.293,0.077,0.946,4.4999999999999964,17.0,145.5
0.232,3,-0.035,-0.981,0.211,-76.94665092131386,1.979420883464498,134.92648230265624
0.232,4,-0.035,-0.981,0.211,-76.94665092131386,1.979420883464498,134.92648230265624
0.232,5,-0.035,-0.981,0.211,-76.94665092131386,1.979420883464498,134.92648230265624
0.27,0,-0.062,-0.716,-0.729,-135.7951546205257,3.5167387766958824,95.21426337514742
0.27,1,0.293,0.082,-0.948,175.6,-17.0,-34.6
0.27,2,-0.293,0.082,0.948,4.400000000000002,17.0,145.39999999999998
0.27,3,-0.032,-0.983,0.212,-76.84768257788016,1.994153152464792,134.8299134396299
0.27,4,-0.032,-0.983,0.212,-76.84768257788016,1.994153152464792,134.8299134396299
0.27,5,-0.032,-0.983,0.212,-76.84768257788016,1.994153152464792,134.8299134396299
0.309,0,-0.065,-0.712,-0.728,-135.69514442776514,3.5107779480885553,95.120392823263
0.309,1,0.296,0.083,-0.944,175.5,-17.1,-34.6
0.309,2,-0.296,0.083,0.944,4.4999999999999964,17.1,145.39999999999998
0.309,3,-0.032,-0.981,0.211,-76.84431143592123,1.9713962261543478,134.92734796649242
0.309,4,-0.032,-0.981,0.211,-76.84431143592123,1.9713962261543478,134.92734796649242
0.309,5,-0.032,-0.981,0.211,-76.84431143592123,1.9713962261543478,134.92734796649242
0.347,0,-0.068,-0.717,-0.725,-135.5908059700293,3.5762451423799457,95.0966207052417
0.347,1,0.301,0.085,-0.944,175.5,-17.1,-34.6
0.347,2,-0.301,0.085,0.944,4.4999999999999964,17.1,145.39999999999998
0.347,3,-0.035,-0.98,0.207,-76.84768257788016,1.994153152464792,134.8299134396299
0.347,4,-0.035,-0.98,0.207,-76.84768257788016,1.994153152464792,134.8299134396299
0.347,5,-0.035,-0.98,0.207,-76.84768257788016,1.994153152464792,134.8299134396299
0.386,0,-0.066,-0.719,-0.722,-135.4907980464821,3.570140744810595,95.00285355710199
0.386,1,0.315,0.088,-0.942,175.4,-17.4,-34.699999999999996
0.386,2,-0.315,0.088,0.942,4.599999999999991,17.4,145.29999999999998
